year,circuit_name,circuitId,driverId,grid,final_position,points,laps,statusId,rank,fastestLapTime,driverRef,wins,stop,duration
2014,Australian Grand Prix,1,3,3,1,25.0,57,1,1,1:32.478,rosberg,1.0,1.0,24.331
2014,Australian Grand Prix,1,3,3,1,25.0,57,1,1,1:32.478,rosberg,1.0,2.0,23.673
2014,Australian Grand Prix,1,825,4,2,18.0,57,1,6,1:33.066,kevin_magnussen,0.0,1.0,23.150
2014,Australian Grand Prix,1,825,4,2,18.0,57,1,6,1:33.066,kevin_magnussen,0.0,2.0,22.273
2014,Australian Grand Prix,1,18,10,3,15.0,57,1,5,1:32.917,button,0.0,1.0,22.411
2014,Australian Grand Prix,1,18,10,3,15.0,57,1,5,1:32.917,button,0.0,2.0,22.399
2014,Australian Grand Prix,1,4,5,4,12.0,57,1,7,1:33.186,alonso,0.0,1.0,22.887
2014,Australian Grand Prix,1,4,5,4,12.0,57,1,7,1:33.186,alonso,0.0,2.0,21.978
2014,Australian Grand Prix,1,822,15,5,10.0,57,1,3,1:32.616,bottas,0.0,1.0,34.921
2014,Australian Grand Prix,1,822,15,5,10.0,57,1,3,1:32.616,bottas,0.0,2.0,23.117
2014,Australian Grand Prix,1,807,7,6,8.0,57,1,2,1:32.568,hulkenberg,0.0,1.0,22.615
2014,Australian Grand Prix,1,807,7,6,8.0,57,1,2,1:32.568,hulkenberg,0.0,2.0,22.933
2014,Australian Grand Prix,1,8,11,7,6.0,57,1,8,1:33.210,raikkonen,0.0,1.0,25.543
2014,Australian Grand Prix,1,8,11,7,6.0,57,1,8,1:33.210,raikkonen,0.0,2.0,21.825
2014,Australian Grand Prix,1,818,6,8,4.0,57,1,10,1:33.691,vergne,0.0,1.0,23.124
2014,Australian Grand Prix,1,818,6,8,4.0,57,1,10,1:33.691,vergne,0.0,2.0,22.978
2014,Australian Grand Prix,1,826,8,9,2.0,57,1,11,1:33.864,kvyat,0.0,1.0,30.514
2014,Australian Grand Prix,1,826,8,9,2.0,57,1,11,1:33.864,kvyat,0.0,2.0,23.920
2014,Australian Grand Prix,1,815,16,10,1.0,57,1,4,1:32.634,perez,0.0,1.0,25.541
2014,Australian Grand Prix,1,815,16,10,1.0,57,1,4,1:32.634,perez,0.0,2.0,22.497
2014,Australian Grand Prix,1,815,16,10,1.0,57,1,4,1:32.634,perez,0.0,3.0,22.526
2014,Australian Grand Prix,1,16,13,11,0.0,56,11,9,1:33.366,sutil,0.0,1.0,24.305
2014,Australian Grand Prix,1,821,20,12,0.0,56,11,13,1:34.564,gutierrez,0.0,1.0,32.657
2014,Australian Grand Prix,1,821,20,12,0.0,56,11,13,1:34.564,gutierrez,0.0,2.0,23.797
2014,Australian Grand Prix,1,820,17,13,0.0,55,12,12,1:34.202,chilton,0.0,1.0,24.209
2014,Australian Grand Prix,1,820,17,13,0.0,55,12,12,1:34.202,chilton,0.0,2.0,23.493
2014,Australian Grand Prix,1,824,18,\N,0.0,49,18,16,1:35.635,jules_bianchi,0.0,1.0,23.821
2014,Australian Grand Prix,1,824,18,\N,0.0,49,18,16,1:35.635,jules_bianchi,0.0,2.0,22.656
2014,Australian Grand Prix,1,154,22,\N,0.0,43,132,15,1:35.281,grosjean,0.0,1.0,17.255
2014,Australian Grand Prix,1,154,22,\N,0.0,43,132,15,1:35.281,grosjean,0.0,2.0,22.264
2014,Australian Grand Prix,1,813,21,\N,0.0,29,132,14,1:34.766,maldonado,0.0,1.0,22.847
2014,Australian Grand Prix,1,828,19,\N,0.0,27,51,18,1:37.332,ericsson,0.0,1.0,23.238
2014,Australian Grand Prix,1,20,12,\N,0.0,3,5,17,1:37.064,vettel,0.0,,
2014,Australian Grand Prix,1,1,1,\N,0.0,2,5,20,1:49.947,hamilton,0.0,,
2014,Australian Grand Prix,1,13,9,\N,0.0,0,4,19,1:40.287,massa,0.0,,
2014,Australian Grand Prix,1,155,14,\N,0.0,0,4,0,\N,kobayashi,0.0,,
2014,Australian Grand Prix,1,817,2,\N,0.0,57,2,0,\N,ricciardo,0.0,1.0,22.994
2014,Australian Grand Prix,1,817,2,\N,0.0,57,2,0,\N,ricciardo,0.0,2.0,22.427
2014,Malaysian Grand Prix,2,1,1,1,25.0,56,1,1,1:43.066,hamilton,1.0,1.0,24.604
2014,Malaysian Grand Prix,2,1,1,1,25.0,56,1,1,1:43.066,hamilton,1.0,2.0,25.296
2014,Malaysian Grand Prix,2,1,1,1,25.0,56,1,1,1:43.066,hamilton,1.0,3.0,24.484
2014,Malaysian Grand Prix,2,3,3,2,18.0,56,1,2,1:43.960,rosberg,1.0,1.0,24.723
2014,Malaysian Grand Prix,2,3,3,2,18.0,56,1,2,1:43.960,rosberg,1.0,2.0,25.287
2014,Malaysian Grand Prix,2,3,3,2,18.0,56,1,2,1:43.960,rosberg,1.0,3.0,24.654
2014,Malaysian Grand Prix,2,20,2,3,15.0,56,1,4,1:44.289,vettel,0.0,1.0,24.432
2014,Malaysian Grand Prix,2,20,2,3,15.0,56,1,4,1:44.289,vettel,0.0,2.0,24.728
2014,Malaysian Grand Prix,2,20,2,3,15.0,56,1,4,1:44.289,vettel,0.0,3.0,25.186
2014,Malaysian Grand Prix,2,4,4,4,12.0,56,1,3,1:44.165,alonso,0.0,1.0,24.466
2014,Malaysian Grand Prix,2,4,4,4,12.0,56,1,3,1:44.165,alonso,0.0,2.0,24.222
2014,Malaysian Grand Prix,2,4,4,4,12.0,56,1,3,1:44.165,alonso,0.0,3.0,24.641
2014,Malaysian Grand Prix,2,807,7,5,10.0,56,1,10,1:45.982,hulkenberg,0.0,1.0,25.336
2014,Malaysian Grand Prix,2,807,7,5,10.0,56,1,10,1:45.982,hulkenberg,0.0,2.0,24.887
2014,Malaysian Grand Prix,2,18,10,6,8.0,56,1,11,1:46.039,button,0.0,1.0,24.841
2014,Malaysian Grand Prix,2,18,10,6,8.0,56,1,11,1:46.039,button,0.0,2.0,24.524
2014,Malaysian Grand Prix,2,18,10,6,8.0,56,1,11,1:46.039,button,0.0,3.0,25.028
2014,Malaysian Grand Prix,2,13,13,7,6.0,56,1,6,1:44.897,massa,0.0,1.0,24.637
2014,Malaysian Grand Prix,2,13,13,7,6.0,56,1,6,1:44.897,massa,0.0,2.0,24.577
2014,Malaysian Grand Prix,2,13,13,7,6.0,56,1,6,1:44.897,massa,0.0,3.0,24.526
2014,Malaysian Grand Prix,2,822,18,8,4.0,56,1,9,1:45.475,bottas,0.0,1.0,25.020
2014,Malaysian Grand Prix,2,822,18,8,4.0,56,1,9,1:45.475,bottas,0.0,2.0,24.964
2014,Malaysian Grand Prix,2,822,18,8,4.0,56,1,9,1:45.475,bottas,0.0,3.0,24.498
2014,Malaysian Grand Prix,2,825,8,9,2.0,55,11,8,1:45.373,kevin_magnussen,0.0,1.0,37.116
2014,Malaysian Grand Prix,2,825,8,9,2.0,55,11,8,1:45.373,kevin_magnussen,0.0,2.0,30.661
2014,Malaysian Grand Prix,2,825,8,9,2.0,55,11,8,1:45.373,kevin_magnussen,0.0,3.0,24.415
2014,Malaysian Grand Prix,2,826,11,10,1.0,55,11,13,1:46.695,kvyat,0.0,1.0,25.109
2014,Malaysian Grand Prix,2,826,11,10,1.0,55,11,13,1:46.695,kvyat,0.0,2.0,27.473
2014,Malaysian Grand Prix,2,826,11,10,1.0,55,11,13,1:46.695,kvyat,0.0,3.0,25.289
2014,Malaysian Grand Prix,2,154,15,11,0.0,55,11,12,1:46.224,grosjean,0.0,1.0,25.046
2014,Malaysian Grand Prix,2,154,15,11,0.0,55,11,12,1:46.224,grosjean,0.0,2.0,25.596
2014,Malaysian Grand Prix,2,154,15,11,0.0,55,11,12,1:46.224,grosjean,0.0,3.0,25.735
2014,Malaysian Grand Prix,2,8,6,12,0.0,55,11,7,1:45.129,raikkonen,0.0,1.0,26.399
2014,Malaysian Grand Prix,2,8,6,12,0.0,55,11,7,1:45.129,raikkonen,0.0,2.0,24.417
2014,Malaysian Grand Prix,2,8,6,12,0.0,55,11,7,1:45.129,raikkonen,0.0,3.0,24.246
2014,Malaysian Grand Prix,2,155,20,13,0.0,55,11,15,1:47.753,kobayashi,0.0,1.0,27.124
2014,Malaysian Grand Prix,2,155,20,13,0.0,55,11,15,1:47.753,kobayashi,0.0,2.0,26.505
2014,Malaysian Grand Prix,2,828,22,14,0.0,54,12,14,1:47.500,ericsson,0.0,1.0,30.040
2014,Malaysian Grand Prix,2,828,22,14,0.0,54,12,14,1:47.500,ericsson,0.0,2.0,26.515
2014,Malaysian Grand Prix,2,828,22,14,0.0,54,12,14,1:47.500,ericsson,0.0,3.0,26.030
2014,Malaysian Grand Prix,2,820,21,15,0.0,54,12,18,1:48.249,chilton,0.0,1.0,25.639
2014,Malaysian Grand Prix,2,820,21,15,0.0,54,12,18,1:48.249,chilton,0.0,2.0,29.210
2014,Malaysian Grand Prix,2,820,21,15,0.0,54,12,18,1:48.249,chilton,0.0,3.0,27.828
2014,Malaysian Grand Prix,2,817,5,\N,0.0,49,39,5,1:44.675,ricciardo,0.0,1.0,24.709
2014,Malaysian Grand Prix,2,817,5,\N,0.0,49,39,5,1:44.675,ricciardo,0.0,2.0,24.775
2014,Malaysian Grand Prix,2,817,5,\N,0.0,49,39,5,1:44.675,ricciardo,0.0,3.0,1:49.329
2014,Malaysian Grand Prix,2,817,5,\N,0.0,49,39,5,1:44.675,ricciardo,0.0,4.0,34.697
2014,Malaysian Grand Prix,2,817,5,\N,0.0,49,39,5,1:44.675,ricciardo,0.0,5.0,34.480
2014,Malaysian Grand Prix,2,821,12,\N,0.0,35,6,16,1:47.782,gutierrez,0.0,1.0,29.420
2014,Malaysian Grand Prix,2,821,12,\N,0.0,35,6,16,1:47.782,gutierrez,0.0,2.0,26.325
2014,Malaysian Grand Prix,2,16,17,\N,0.0,32,10,17,1:48.040,sutil,0.0,1.0,25.998
2014,Malaysian Grand Prix,2,16,17,\N,0.0,32,10,17,1:48.040,sutil,0.0,2.0,25.493
2014,Malaysian Grand Prix,2,818,9,\N,0.0,18,131,19,1:48.527,vergne,0.0,1.0,45.629
2014,Malaysian Grand Prix,2,818,9,\N,0.0,18,131,19,1:48.527,vergne,0.0,2.0,26.598
2014,Malaysian Grand Prix,2,824,19,\N,0.0,8,23,21,1:51.473,jules_bianchi,0.0,1.0,52.836
2014,Malaysian Grand Prix,2,813,16,\N,0.0,7,5,20,1:50.929,maldonado,0.0,,
2014,Malaysian Grand Prix,2,815,14,\N,0.0,0,54,0,\N,perez,0.0,,
2014,Bahrain Grand Prix,3,1,2,1,25.0,57,1,2,1:37.108,hamilton,2.0,1.0,24.687
2014,Bahrain Grand Prix,3,1,2,1,25.0,57,1,2,1:37.108,hamilton,2.0,2.0,25.146
2014,Bahrain Grand Prix,3,3,1,2,18.0,57,1,1,1:37.020,rosberg,1.0,1.0,24.851
2014,Bahrain Grand Prix,3,3,1,2,18.0,57,1,1,1:37.020,rosberg,1.0,2.0,24.907
2014,Bahrain Grand Prix,3,815,4,3,15.0,57,1,7,1:39.320,perez,0.0,1.0,24.697
2014,Bahrain Grand Prix,3,815,4,3,15.0,57,1,7,1:39.320,perez,0.0,2.0,24.737
2014,Bahrain Grand Prix,3,817,13,4,12.0,57,1,4,1:39.269,ricciardo,0.0,1.0,24.706
2014,Bahrain Grand Prix,3,817,13,4,12.0,57,1,4,1:39.269,ricciardo,0.0,2.0,24.816
2014,Bahrain Grand Prix,3,807,11,5,10.0,57,1,3,1:38.785,hulkenberg,0.0,1.0,24.757
2014,Bahrain Grand Prix,3,807,11,5,10.0,57,1,3,1:38.785,hulkenberg,0.0,2.0,24.440
2014,Bahrain Grand Prix,3,20,10,6,8.0,57,1,6,1:39.312,vettel,0.0,1.0,24.964
2014,Bahrain Grand Prix,3,20,10,6,8.0,57,1,6,1:39.312,vettel,0.0,2.0,26.186
2014,Bahrain Grand Prix,3,13,7,7,6.0,57,1,5,1:39.272,massa,0.0,1.0,24.528
2014,Bahrain Grand Prix,3,13,7,7,6.0,57,1,5,1:39.272,massa,0.0,2.0,25.896
2014,Bahrain Grand Prix,3,13,7,7,6.0,57,1,5,1:39.272,massa,0.0,3.0,24.575
2014,Bahrain Grand Prix,3,822,3,8,4.0,57,1,13,1:39.762,bottas,0.0,1.0,25.040
2014,Bahrain Grand Prix,3,822,3,8,4.0,57,1,13,1:39.762,bottas,0.0,2.0,25.068
2014,Bahrain Grand Prix,3,822,3,8,4.0,57,1,13,1:39.762,bottas,0.0,3.0,25.980
2014,Bahrain Grand Prix,3,4,9,9,2.0,57,1,12,1:39.732,alonso,0.0,1.0,25.770
2014,Bahrain Grand Prix,3,4,9,9,2.0,57,1,12,1:39.732,alonso,0.0,2.0,24.576
2014,Bahrain Grand Prix,3,4,9,9,2.0,57,1,12,1:39.732,alonso,0.0,3.0,24.493
2014,Bahrain Grand Prix,3,8,5,10,1.0,57,1,8,1:39.438,raikkonen,0.0,1.0,25.009
2014,Bahrain Grand Prix,3,8,5,10,1.0,57,1,8,1:39.438,raikkonen,0.0,2.0,25.415
2014,Bahrain Grand Prix,3,8,5,10,1.0,57,1,8,1:39.438,raikkonen,0.0,3.0,24.453
2014,Bahrain Grand Prix,3,826,12,11,0.0,57,1,15,1:40.160,kvyat,0.0,1.0,26.064
2014,Bahrain Grand Prix,3,826,12,11,0.0,57,1,15,1:40.160,kvyat,0.0,2.0,25.340
2014,Bahrain Grand Prix,3,826,12,11,0.0,57,1,15,1:40.160,kvyat,0.0,3.0,25.345
2014,Bahrain Grand Prix,3,154,16,12,0.0,57,1,9,1:39.443,grosjean,0.0,1.0,25.192
2014,Bahrain Grand Prix,3,154,16,12,0.0,57,1,9,1:39.443,grosjean,0.0,2.0,25.032
2014,Bahrain Grand Prix,3,154,16,12,0.0,57,1,9,1:39.443,grosjean,0.0,3.0,25.693
2014,Bahrain Grand Prix,3,820,21,13,0.0,57,1,21,1:41.825,chilton,0.0,1.0,25.858
2014,Bahrain Grand Prix,3,820,21,13,0.0,57,1,21,1:41.825,chilton,0.0,2.0,27.233
2014,Bahrain Grand Prix,3,820,21,13,0.0,57,1,21,1:41.825,chilton,0.0,3.0,25.981
2014,Bahrain Grand Prix,3,813,17,14,0.0,57,1,11,1:39.666,maldonado,0.0,1.0,25.395
2014,Bahrain Grand Prix,3,813,17,14,0.0,57,1,11,1:39.666,maldonado,0.0,2.0,26.440
2014,Bahrain Grand Prix,3,813,17,14,0.0,57,1,11,1:39.666,maldonado,0.0,3.0,34.249
2014,Bahrain Grand Prix,3,813,17,14,0.0,57,1,11,1:39.666,maldonado,0.0,4.0,32.874
2014,Bahrain Grand Prix,3,155,18,15,0.0,57,1,18,1:41.246,kobayashi,0.0,1.0,27.124
2014,Bahrain Grand Prix,3,155,18,15,0.0,57,1,18,1:41.246,kobayashi,0.0,2.0,26.628
2014,Bahrain Grand Prix,3,824,19,16,0.0,56,11,22,1:42.175,jules_bianchi,0.0,1.0,25.756
2014,Bahrain Grand Prix,3,824,19,16,0.0,56,11,22,1:42.175,jules_bianchi,0.0,2.0,29.729
2014,Bahrain Grand Prix,3,824,19,16,0.0,56,11,22,1:42.175,jules_bianchi,0.0,3.0,18.989
2014,Bahrain Grand Prix,3,824,19,16,0.0,56,11,22,1:42.175,jules_bianchi,0.0,4.0,25.866
2014,Bahrain Grand Prix,3,824,19,16,0.0,56,11,22,1:42.175,jules_bianchi,0.0,5.0,25.383
2014,Bahrain Grand Prix,3,18,6,17,0.0,55,8,10,1:39.565,button,0.0,1.0,24.476
2014,Bahrain Grand Prix,3,18,6,17,0.0,55,8,10,1:39.565,button,0.0,2.0,25.245
2014,Bahrain Grand Prix,3,825,8,\N,0.0,40,8,14,1:40.108,kevin_magnussen,0.0,1.0,24.611
2014,Bahrain Grand Prix,3,825,8,\N,0.0,40,8,14,1:40.108,kevin_magnussen,0.0,2.0,24.559
2014,Bahrain Grand Prix,3,825,8,\N,0.0,40,8,14,1:40.108,kevin_magnussen,0.0,3.0,25.572
2014,Bahrain Grand Prix,3,821,15,\N,0.0,39,4,16,1:40.698,gutierrez,0.0,1.0,25.543
2014,Bahrain Grand Prix,3,821,15,\N,0.0,39,4,16,1:40.698,gutierrez,0.0,2.0,25.633
2014,Bahrain Grand Prix,3,828,20,\N,0.0,33,31,17,1:41.134,ericsson,0.0,1.0,25.367
2014,Bahrain Grand Prix,3,828,20,\N,0.0,33,31,17,1:41.134,ericsson,0.0,2.0,25.819
2014,Bahrain Grand Prix,3,818,14,\N,0.0,18,31,19,1:41.650,vergne,0.0,1.0,33.895
2014,Bahrain Grand Prix,3,818,14,\N,0.0,18,31,19,1:41.650,vergne,0.0,2.0,25.897
2014,Bahrain Grand Prix,3,16,22,\N,0.0,17,4,20,1:41.791,sutil,0.0,1.0,25.293
2014,Bahrain Grand Prix,3,16,22,\N,0.0,17,4,20,1:41.791,sutil,0.0,2.0,40.747
2014,Chinese Grand Prix,17,1,1,1,25.0,54,1,2,1:41.196,hamilton,3.0,1.0,22.968
2014,Chinese Grand Prix,17,1,1,1,25.0,54,1,2,1:41.196,hamilton,3.0,2.0,23.999
2014,Chinese Grand Prix,17,3,4,2,18.0,54,1,1,1:40.402,rosberg,1.0,1.0,23.277
2014,Chinese Grand Prix,17,3,4,2,18.0,54,1,1,1:40.402,rosberg,1.0,2.0,23.089
2014,Chinese Grand Prix,17,4,5,3,15.0,54,1,4,1:42.081,alonso,0.0,1.0,22.776
2014,Chinese Grand Prix,17,4,5,3,15.0,54,1,4,1:42.081,alonso,0.0,2.0,22.947
2014,Chinese Grand Prix,17,817,2,4,12.0,54,1,3,1:41.473,ricciardo,0.0,1.0,23.186
2014,Chinese Grand Prix,17,817,2,4,12.0,54,1,3,1:41.473,ricciardo,0.0,2.0,22.498
2014,Chinese Grand Prix,17,20,3,5,10.0,54,1,5,1:42.169,vettel,0.0,1.0,22.570
2014,Chinese Grand Prix,17,20,3,5,10.0,54,1,5,1:42.169,vettel,0.0,2.0,22.246
2014,Chinese Grand Prix,17,807,8,6,8.0,54,1,10,1:42.624,hulkenberg,0.0,1.0,23.438
2014,Chinese Grand Prix,17,807,8,6,8.0,54,1,10,1:42.624,hulkenberg,0.0,2.0,22.764
2014,Chinese Grand Prix,17,822,7,7,6.0,54,1,11,1:42.660,bottas,0.0,1.0,24.780
2014,Chinese Grand Prix,17,822,7,7,6.0,54,1,11,1:42.660,bottas,0.0,2.0,23.639
2014,Chinese Grand Prix,17,8,11,8,4.0,54,1,8,1:42.300,raikkonen,0.0,1.0,22.994
2014,Chinese Grand Prix,17,8,11,8,4.0,54,1,8,1:42.300,raikkonen,0.0,2.0,23.291
2014,Chinese Grand Prix,17,815,16,9,2.0,54,1,6,1:42.228,perez,0.0,1.0,22.914
2014,Chinese Grand Prix,17,815,16,9,2.0,54,1,6,1:42.228,perez,0.0,2.0,23.636
2014,Chinese Grand Prix,17,826,13,10,1.0,53,11,17,1:43.337,kvyat,0.0,1.0,23.521
2014,Chinese Grand Prix,17,826,13,10,1.0,53,11,17,1:43.337,kvyat,0.0,2.0,23.628
2014,Chinese Grand Prix,17,18,12,11,0.0,53,11,18,1:43.375,button,0.0,1.0,22.408
2014,Chinese Grand Prix,17,18,12,11,0.0,53,11,18,1:43.375,button,0.0,2.0,22.548
2014,Chinese Grand Prix,17,818,9,12,0.0,53,11,14,1:42.896,vergne,0.0,1.0,24.119
2014,Chinese Grand Prix,17,818,9,12,0.0,53,11,14,1:42.896,vergne,0.0,2.0,24.417
2014,Chinese Grand Prix,17,825,15,13,0.0,53,11,12,1:42.701,kevin_magnussen,0.0,1.0,23.670
2014,Chinese Grand Prix,17,825,15,13,0.0,53,11,12,1:42.701,kevin_magnussen,0.0,2.0,22.579
2014,Chinese Grand Prix,17,813,22,14,0.0,53,11,15,1:43.067,maldonado,0.0,1.0,24.010
2014,Chinese Grand Prix,17,813,22,14,0.0,53,11,15,1:43.067,maldonado,0.0,2.0,23.022
2014,Chinese Grand Prix,17,13,6,15,0.0,53,11,9,1:42.379,massa,0.0,1.0,1:18.277
2014,Chinese Grand Prix,17,13,6,15,0.0,53,11,9,1:42.379,massa,0.0,2.0,23.830
2014,Chinese Grand Prix,17,821,17,16,0.0,53,11,7,1:42.257,gutierrez,0.0,1.0,22.988
2014,Chinese Grand Prix,17,821,17,16,0.0,53,11,7,1:42.257,gutierrez,0.0,2.0,23.252
2014,Chinese Grand Prix,17,821,17,16,0.0,53,11,7,1:42.257,gutierrez,0.0,3.0,22.734
2014,Chinese Grand Prix,17,824,19,17,0.0,53,11,21,1:44.825,jules_bianchi,0.0,1.0,24.784
2014,Chinese Grand Prix,17,824,19,17,0.0,53,11,21,1:44.825,jules_bianchi,0.0,2.0,24.320
2014,Chinese Grand Prix,17,155,18,18,0.0,53,11,16,1:43.323,kobayashi,0.0,1.0,24.883
2014,Chinese Grand Prix,17,155,18,18,0.0,53,11,16,1:43.323,kobayashi,0.0,2.0,25.402
2014,Chinese Grand Prix,17,155,18,18,0.0,53,11,16,1:43.323,kobayashi,0.0,3.0,24.722
2014,Chinese Grand Prix,17,820,21,19,0.0,52,12,13,1:42.875,chilton,0.0,1.0,23.781
2014,Chinese Grand Prix,17,820,21,19,0.0,52,12,13,1:42.875,chilton,0.0,2.0,23.878
2014,Chinese Grand Prix,17,820,21,19,0.0,52,12,13,1:42.875,chilton,0.0,3.0,23.886
2014,Chinese Grand Prix,17,828,20,20,0.0,52,12,19,1:43.620,ericsson,0.0,1.0,23.677
2014,Chinese Grand Prix,17,828,20,20,0.0,52,12,19,1:43.620,ericsson,0.0,2.0,23.730
2014,Chinese Grand Prix,17,828,20,20,0.0,52,12,19,1:43.620,ericsson,0.0,3.0,23.969
2014,Chinese Grand Prix,17,154,10,\N,0.0,28,6,20,1:44.366,grosjean,0.0,1.0,23.213
2014,Chinese Grand Prix,17,16,14,\N,0.0,5,5,22,1:58.376,sutil,0.0,,
2014,Spanish Grand Prix,4,1,1,1,25.0,66,1,3,1:29.483,hamilton,4.0,1.0,22.951
2014,Spanish Grand Prix,4,1,1,1,25.0,66,1,3,1:29.483,hamilton,4.0,2.0,23.590
2014,Spanish Grand Prix,4,3,2,2,18.0,66,1,2,1:29.236,rosberg,1.0,1.0,22.254
2014,Spanish Grand Prix,4,3,2,2,18.0,66,1,2,1:29.236,rosberg,1.0,2.0,22.309
2014,Spanish Grand Prix,4,817,3,3,15.0,66,1,5,1:30.012,ricciardo,0.0,1.0,21.969
2014,Spanish Grand Prix,4,817,3,3,15.0,66,1,5,1:30.012,ricciardo,0.0,2.0,21.830
2014,Spanish Grand Prix,4,20,15,4,12.0,66,1,1,1:28.918,vettel,0.0,1.0,21.974
2014,Spanish Grand Prix,4,20,15,4,12.0,66,1,1,1:28.918,vettel,0.0,2.0,21.599
2014,Spanish Grand Prix,4,20,15,4,12.0,66,1,1,1:28.918,vettel,0.0,3.0,21.608
2014,Spanish Grand Prix,4,822,4,5,10.0,66,1,8,1:30.424,bottas,0.0,1.0,22.824
2014,Spanish Grand Prix,4,822,4,5,10.0,66,1,8,1:30.424,bottas,0.0,2.0,22.701
2014,Spanish Grand Prix,4,4,7,6,8.0,66,1,4,1:29.898,alonso,0.0,1.0,21.970
2014,Spanish Grand Prix,4,4,7,6,8.0,66,1,4,1:29.898,alonso,0.0,2.0,22.014
2014,Spanish Grand Prix,4,4,7,6,8.0,66,1,4,1:29.898,alonso,0.0,3.0,21.664
2014,Spanish Grand Prix,4,8,6,7,6.0,65,11,11,1:30.580,raikkonen,0.0,1.0,22.056
2014,Spanish Grand Prix,4,8,6,7,6.0,65,11,11,1:30.580,raikkonen,0.0,2.0,22.727
2014,Spanish Grand Prix,4,154,5,8,4.0,65,11,14,1:31.068,grosjean,0.0,1.0,22.126
2014,Spanish Grand Prix,4,154,5,8,4.0,65,11,14,1:31.068,grosjean,0.0,2.0,22.078
2014,Spanish Grand Prix,4,815,11,9,2.0,65,11,13,1:30.756,perez,0.0,1.0,22.367
2014,Spanish Grand Prix,4,815,11,9,2.0,65,11,13,1:30.756,perez,0.0,2.0,22.282
2014,Spanish Grand Prix,4,807,10,10,1.0,65,11,16,1:31.411,hulkenberg,0.0,1.0,22.355
2014,Spanish Grand Prix,4,807,10,10,1.0,65,11,16,1:31.411,hulkenberg,0.0,2.0,22.724
2014,Spanish Grand Prix,4,18,8,11,0.0,65,11,10,1:30.563,button,0.0,1.0,21.810
2014,Spanish Grand Prix,4,18,8,11,0.0,65,11,10,1:30.563,button,0.0,2.0,24.408
2014,Spanish Grand Prix,4,825,14,12,0.0,65,11,7,1:30.318,kevin_magnussen,0.0,1.0,21.894
2014,Spanish Grand Prix,4,825,14,12,0.0,65,11,7,1:30.318,kevin_magnussen,0.0,2.0,21.768
2014,Spanish Grand Prix,4,13,9,13,0.0,65,11,9,1:30.468,massa,0.0,1.0,22.890
2014,Spanish Grand Prix,4,13,9,13,0.0,65,11,9,1:30.468,massa,0.0,2.0,22.381
2014,Spanish Grand Prix,4,13,9,13,0.0,65,11,9,1:30.468,massa,0.0,3.0,22.304
2014,Spanish Grand Prix,4,826,12,14,0.0,65,11,6,1:30.269,kvyat,0.0,1.0,22.703
2014,Spanish Grand Prix,4,826,12,14,0.0,65,11,6,1:30.269,kvyat,0.0,2.0,22.841
2014,Spanish Grand Prix,4,826,12,14,0.0,65,11,6,1:30.269,kvyat,0.0,3.0,22.984
2014,Spanish Grand Prix,4,813,22,15,0.0,65,11,15,1:31.235,maldonado,0.0,1.0,27.851
2014,Spanish Grand Prix,4,813,22,15,0.0,65,11,15,1:31.235,maldonado,0.0,2.0,22.024
2014,Spanish Grand Prix,4,821,13,16,0.0,65,11,12,1:30.666,gutierrez,0.0,1.0,23.063
2014,Spanish Grand Prix,4,821,13,16,0.0,65,11,12,1:30.666,gutierrez,0.0,2.0,24.780
2014,Spanish Grand Prix,4,821,13,16,0.0,65,11,12,1:30.666,gutierrez,0.0,3.0,23.025
2014,Spanish Grand Prix,4,16,16,17,0.0,65,11,17,1:31.473,sutil,0.0,1.0,28.013
2014,Spanish Grand Prix,4,16,16,17,0.0,65,11,17,1:31.473,sutil,0.0,2.0,23.378
2014,Spanish Grand Prix,4,824,18,18,0.0,64,12,20,1:31.784,jules_bianchi,0.0,1.0,22.928
2014,Spanish Grand Prix,4,824,18,18,0.0,64,12,20,1:31.784,jules_bianchi,0.0,2.0,22.568
2014,Spanish Grand Prix,4,820,17,19,0.0,64,12,18,1:31.767,chilton,0.0,1.0,24.337
2014,Spanish Grand Prix,4,820,17,19,0.0,64,12,18,1:31.767,chilton,0.0,2.0,23.232
2014,Spanish Grand Prix,4,820,17,19,0.0,64,12,18,1:31.767,chilton,0.0,3.0,23.586
2014,Spanish Grand Prix,4,828,19,20,0.0,64,12,22,1:33.350,ericsson,0.0,1.0,23.091
2014,Spanish Grand Prix,4,828,19,20,0.0,64,12,22,1:33.350,ericsson,0.0,2.0,26.671
2014,Spanish Grand Prix,4,155,20,\N,0.0,34,23,21,1:33.064,kobayashi,0.0,1.0,22.789
2014,Spanish Grand Prix,4,818,21,\N,0.0,24,43,19,1:31.781,vergne,0.0,1.0,22.976
2014,Monaco Grand Prix,6,3,1,1,25.0,78,1,4,1:19.425,rosberg,2.0,1.0,24.672
2014,Monaco Grand Prix,6,1,2,2,18.0,78,1,3,1:19.361,hamilton,4.0,1.0,27.509
2014,Monaco Grand Prix,6,817,3,3,15.0,78,1,2,1:19.252,ricciardo,0.0,1.0,26.584
2014,Monaco Grand Prix,6,4,5,4,12.0,78,1,5,1:19.727,alonso,0.0,1.0,26.499
2014,Monaco Grand Prix,6,807,11,5,10.0,77,11,9,1:20.767,hulkenberg,0.0,1.0,25.714
2014,Monaco Grand Prix,6,18,12,6,8.0,77,11,12,1:21.047,button,0.0,1.0,25.992
